country,name,state-province,alpha_two_code,web_pages,domains
Cambodia,National University of Management,,KH,['http://www.num.edu.kh/'],['num.edu.kh']
Cambodia,Pannnasatra University of Cambodia,,KH,['http://www.puc.edu.kh/'],['puc.edu.kh']
Cambodia,Royal University of Agriculture,,KH,['http://www.rua.edu.kh/'],['rua.edu.kh']
Cambodia,Royal University of Fine Arts,,KH,['http://www.rufa.edu.kh/'],['rufa.edu.kh']
Cambodia,Royal University of Law and Economics,,KH,['http://www.rule.edu.kh/'],['rule.edu.kh']
Cambodia,Royal University of Phnom Penh,,KH,['http://www.rupp.edu.kh/'],['rupp.edu.kh']
Cambodia,Svey Reong University,,KH,['http://www.sru.edu.kh/'],['sru.edu.kh']
Cambodia,University of Cambodia,,KH,['http://www.uc.edu.kh/'],['uc.edu.kh']
Cambodia,University of Health and Science,,KH,['http://www.univ-sante.edu.kh/'],['univ-sante.edu.kh']
Cambodia,University of Technology Phnom Penh,,KH,['http://www.utpp.edu.kh/'],['utpp.edu.kh']
Cambodia,Western University,,KH,['http://www.western.edu.kh/'],['western.edu.kh']
Cambodia,Zaman University,,KH,['http://www.zamanuniversity.edu.kh/'],['zamanuniversity.edu.kh']
Cameroon,Bamenda University of Science & Technology,,CM,['http://www.bamendauniversity.com/'],['bamendauniversity.com']
Cameroon,Fomic Polytechnic,,CM,['http://www.fomicgroup.cm/'],['fomicgroup.cm']
Cameroon,Université de Buéa,,CM,['http://www.ubuea.cm/'],['ubuea.cm']
Cameroon,Université des Montagnes,,CM,['http://www.udesmontagnes.org/'],['udesmontagnes.org']
Cameroon,Université de Bamenda,,CM,['http://www.unibda.net/'],['unibda.net']
Cameroon,Université de Douala,,CM,['http://www.univ-douala.com/'],['univ-douala.com']
Cameroon,Université de Dschang,,CM,['http://www.univ-dschang.org/'],['univ-dschang.org']
Cameroon,Université de Yaoundé II,,CM,['http://www.universite-yde2.org/'],['universite-yde2.org']
Cameroon,Université de Ngaoundéré,,CM,['http://www.univ-ndere.cm/'],['univ-ndere.cm']
Cameroon,Université de Yaoundé I,,CM,['http://www.uy1.uninet.cm/'],['uy1.uninet.cm']
Canada,Acadia University,Nova Scotia,CA,['http://www.acadiau.ca/'],['acadiau.ca']
Canada,Algonquin College,Ontario,CA,['http://www.algonquincollege.com/'],['algonquincollege.com']
Canada,Ashton College,British Columbia,CA,['http://www.ashtoncollege.com/'],['ashtoncollege.com']
Canada,Assumption University,Ontario,CA,['http://www.assumptionu.ca/'],['assumptionu.ca']
Canada,Athabasca University,Alberta,CA,['http://www.athabascau.ca/'],['athabascau.ca']
Canada,Augustana University College,Alberta,CA,['http://www.augustana.ab.ca/'],['augustana.ab.ca']
Canada,British Columbia Institute of Technology,British Columbia,CA,['http://www.bcit.ca/'],['bcit.ca']
Canada,British Columbia Open University,British Columbia,CA,['http://www.bcou.ca/'],['bcou.ca']
Canada,William and Catherine Booth College,Manitoba,CA,['http://www.boothcollege.ca/'],['boothcollege.ca']
Canada,Collège Boréal,Ontario,CA,['http://www.borealc.on.ca/'],['borealc.on.ca']
Canada,Bow Valley College,Alberta,CA,['http://www.bowvalleycollege.ca/'],['bowvalleycollege.ca']
Canada,Brandon University,Manitoba,CA,['http://www.brandonu.ca/'],['brandonu.ca']
Canada,Brock University,Ontario,CA,['http://www.brocku.ca/'],['brocku.ca']
Canada,DeVry Institute of Technology,Alberta,CA,['http://www.cal.devry.ca/'],['cal.devry.ca']
Canada,Camosun College,British Columbia,CA,['http://www.camosun.bc.ca/'],['camosun.bc.ca']
Canada,Capilano College,British Columbia,CA,['http://www.capcollege.bc.ca/'],['capcollege.bc.ca']
Canada,University College of the Cariboo,British Columbia,CA,['http://www.cariboo.bc.ca/'],['cariboo.bc.ca']
Canada,Carleton University,Ontario,CA,['http://www.carleton.ca/'],['carleton.ca']
Canada,Canadian College of Business & Computers,Ontario,CA,['http://www.ccbc.ca/'],['ccbc.ca']
Canada,Centennial College,Ontario,CA,['http://www.centennialcollege.ca/'],['centennialcollege.ca']
Canada,Canadian Mennonite University,Manitoba,CA,['http://www.cmu.ca/'],['cmu.ca']
Canada,College of New Caledonia,British Columbia,CA,['http://www.cnc.bc.ca/'],['cnc.bc.ca']
Canada,Columbia College,British Columbia,CA,['http://www.columbiacollege.ca/'],['columbiacollege.ca']
Canada,Concordia University College of Alberta,Alberta,CA,['http://www.concordia.ab.ca/'],['concordia.ab.ca']
Canada,Concordia University,Quebec,CA,['http://www.concordia.ca/'],['concordia.ca']
Canada,Conestoga College,Ontario,CA,['http://www.conestogac.on.ca/'],['conestogac.on.ca']
Canada,College of the Rockies,British Columbia,CA,['http://www.cotr.bc.ca/'],['cotr.bc.ca']
Canada,"University of Moncton, Shippagan",New Brunswick,CA,['http://www.cus.ca/'],['cus.ca']
Canada,"University of Moncton, Edmundston",New Brunswick,CA,['http://www.cuslm.ca/'],['cuslm.ca']
Canada,Dalhousie University,Nova Scotia,CA,['http://www.dal.ca/'],['dal.ca']
Canada,Douglas College,British Columbia,CA,['http://www.douglas.bc.ca/'],['douglas.bc.ca']
Canada,Durham College,Ontario,CA,['https://durhamcollege.ca/'],['dcmail.ca']
Canada,Emily Carr Institute of Art + Design,British Columbia,CA,['http://www.eciad.bc.ca/'],['eciad.bc.ca']
Canada,"École nationale d'administration publique, Université du Québec",Quebec,CA,['http://www.enap.uquebec.ca/'],['enap.uquebec.ca']
Canada,"École de technologie supérieure, Université du Québec",Quebec,CA,['http://www.etsmtl.ca/'],['etsmtl.ca']
Canada,First Nations University of Canada,Saskatchewan,CA,['http://www.firstnationsuniversity.ca/'],['firstnationsuniversity.ca']
Canada,George Brown College,Ontario,CA,['http://www.gbrownc.on.ca/'],['gbrownc.on.ca']
Canada,École des Hautes Études Commerciales,Quebec,CA,['http://www.hec.ca/'],['hec.ca']
Canada,Humber College,Ontario,CA,['http://www.humber.ca/'],"['humber.ca', 'humbermail.ca']"
Canada,Huron University College,Ontario,CA,['http://www.huronuc.on.ca/'],['huronuc.on.ca']
Canada,"Institut Armand-Frappier, Université du Québec",Quebec,CA,['http://www.iaf.inrs.ca/'],['iaf.inrs.ca']
Canada,"Institut National de la Recherche Scientifique, Université du Québec",Quebec,CA,['http://www.inrs.uquebec.ca/'],['inrs.uquebec.ca']
Canada,Kingston College,Ontario,CA,['http://www.kingston.edu/'],['kingston.edu']
Canada,King's University College,Alberta,CA,['http://www.kingsu.ab.ca/'],['kingsu.ab.ca']
Canada,Kwantleen University College,British Columbia,CA,['http://www.kwantlen.bc.ca/'],['kwantlen.bc.ca']
Canada,Lakehead University,Ontario,CA,['http://www.lakeheadu.ca/'],['lakeheadu.ca']
Canada,Langara College,British Columbia,CA,"['http://www.langara.bc.ca/', 'https://langara.ca/']","['langara.bc.ca', 'langara.ca']"
Canada,Lansbridge University,New Brunswick,CA,['http://www.lansbridge.com/'],['lansbridge.com']
Canada,Laurentian University of Sudbury,Ontario,CA,['http://www.laurentian.ca/'],['laurentian.ca']
Canada,MacEwan University,Alberta,CA,['http://www.macewan.ca/'],['macewan.ca']
Canada,Malaspina University College,British Columbia,CA,['http://www.mala.bc.ca/'],['mala.bc.ca']
Canada,McGill University,Quebec,CA,['http://www.mcgill.ca/'],['mcgill.ca']
Canada,McMaster University,Ontario,CA,['http://www.mcmaster.ca/'],['mcmaster.ca']
Canada,Mount Saint Vincent University,Nova Scotia,CA,['http://www.msvu.ca/'],['msvu.ca']
Canada,Mount Allison University,New Brunswick,CA,['http://www.mta.ca/'],['mta.ca']
Canada,Mount Royal University,Alberta,CA,['http://www.mtroyal.ca/'],['mtroyal.ca']
Canada,Northern Alberta Institute of Technology,Alberta,CA,['http://www.nait.ca/'],['nait.ca']
Canada,North Island College,British Columbia,CA,['http://www.nic.bc.ca/'],['nic.bc.ca']
Canada,Nipissing University,Ontario,CA,['http://www.nipissingu.ca/'],['nipissingu.ca']
Canada,Northern Lights College,British Columbia,CA,['http://www.nlc.bc.ca/'],['nlc.bc.ca']
Canada,Nova Scotia Agricultural College,Nova Scotia,CA,['http://www.nsac.ns.ca/'],['nsac.ns.ca']
Canada,Nova Scotia College of Art and Design,Nova Scotia,CA,['http://www.nscad.ns.ca/'],['nscad.ns.ca']
Canada,Nicola Valley Institute of Technology,British Columbia,CA,['http://www.nvit.bc.ca/'],['nvit.bc.ca']
Canada,Ontario College of Art and Design,Ontario,CA,['http://www.ocad.ca/'],['ocad.ca']
Canada,Okanagan University College,British Columbia,CA,['http://www.okanagan.bc.ca/'],['okanagan.bc.ca']
Canada,Dominican College of Philosophy and Theology,Ontario,CA,['http://www.op.org/canada/college.htm'],['op.org']
Canada,Pacific International College,British Columbia,CA,['http://www.picollege.ca/'],['picollege.ca']
Canada,"École Polytechnique de Montréal, Université de Montréal",Quebec,CA,['http://www.polymtl.ca/'],['polymtl.ca']
Canada,Queen's University,Ontario,CA,['http://www.queensu.ca/'],['queensu.ca']
Canada,Quest University,British Columbia,CA,['http://www.questu.ca/'],['questu.ca']
Canada,Redeemer College,Ontario,CA,['http://www.redeemer.ca/'],['redeemer.ca']
Canada,Regent College,British Columbia,CA,['http://www.regent-college.edu/'],['regent-college.edu']
Canada,Royal Military College of Canada,Ontario,CA,['http://www.rmc.ca/'],['rmc.ca']
Canada,Royal Roads University,British Columbia,CA,['http://www.royalroads.ca/'],['royalroads.ca']
Canada,Ryerson Polytechnic University,Ontario,CA,['http://www.ryerson.ca/'],['ryerson.ca']
Canada,Southern Alberta Institute of Technology,Alberta,CA,['http://www.sait.ca/'],['sait.ca']
Canada,Luther College,Saskatchewan,CA,['http://www.saskweb.com/luthercollege/'],['saskweb.com']
Canada,Sauder School of Business,British Columbia,CA,['http://www.sauder.ubc.ca/'],['sauder.ubc.ca']
Canada,"University of Toronto, Scarborough",Ontario,CA,['http://www.scar.utoronto.ca/'],['scar.utoronto.ca']
Canada,Selkirk College,British Columbia,CA,['http://www.selkirk.bc.ca/'],['selkirk.bc.ca']
Canada,Seneca College,Ontario,CA,['http://www.senecacollege.ca/'],"['senecacollege.ca', 'myseneca.ca']"
Canada,Simon Fraser University,British Columbia,CA,['http://www.sfu.ca/'],['sfu.ca']
Canada,Sheridan College,Ontario,CA,['http://www.sheridancollege.ca/'],['sheridancollege.ca']
Canada,Saskatchewan Indian Federated College,Saskatchewan,CA,['http://www.sifc.edu/'],['sifc.edu']
Canada,St. Clair College,,CA,['http://www.stclairc.on.ca/'],"['stclairc.on.ca', 'stclairconnect.ca', 'myscc.ca']"
Canada,St. Francis Xavier University,,CA,['http://www.stfx.ca/'],['stfx.ca']
Canada,St. Mary's University,,CA,"['http://www.stmarys.ca/', 'https://smu.ca/']","['stmarys.ca', 'smu.ca']"
Canada,St. Thomas University,,CA,['http://www.stthomasu.ca/'],['stthomasu.ca']
Canada,"Télé-université, Université du Québec",Quebec,CA,['http://www.teluq.uquebec.ca/'],['teluq.uquebec.ca']
Canada,Trent University,Ontario,CA,['http://www.trentu.ca/'],['trentu.ca']
Canada,University of Trinity College,Ontario,CA,['http://www.trinity.utoronto.ca/'],['trinity.utoronto.ca']
Canada,Thompson Rivers University,British Columbia,CA,['http://www.tru.ca/'],['tru.ca']
Canada,Trinity Western University,British Columbia,CA,['http://www.twu.ca/'],['twu.ca']
Canada,University of Alberta,Alberta,CA,['http://www.ualberta.ca/'],['ualberta.ca']
Canada,University of British Columbia,British Columbia,CA,['http://www.ubc.ca/'],['ubc.ca']
Canada,Bishop's University,Quebec,CA,['http://www.ubishops.ca/'],['ubishops.ca']
Canada,University of Calgary,Alberta,CA,['http://www.ucalgary.ca/'],['ucalgary.ca']
Canada,University College of Cape Breton,Nova Scotia,CA,['http://www.uccb.ns.ca/'],['uccb.ns.ca']
Canada,University of the Fraser Valley,British Columbia,CA,['https://www.ufv.ca/'],['ufv.ca']
Canada,Memorial University of Newfoundland,Newfoundland and Labrador,CA,['http://www.ucs.mun.ca/'],['ucs.mun.ca']
Canada,University of King's College,Nova Scotia,CA,['http://www.ukings.ns.ca/'],['ukings.ns.ca']
Canada,Université Laval,Quebec,CA,['http://www.ulaval.ca/'],['ulaval.ca']
Canada,University of Lethbridge,Alberta,CA,['http://www.uleth.ca/'],['uleth.ca']
Canada,University of Manitoba,Manitoba,CA,['http://www.umanitoba.ca/'],['umanitoba.ca']
Canada,University of Moncton,New Brunswick,CA,['http://www.umoncton.ca/'],['umoncton.ca']
Canada,Université de Montréal,Quebec,CA,['http://www.umontreal.ca/'],['umontreal.ca']
Canada,University of New Brunswick,New Brunswick,CA,['http://www.unb.ca/'],['unb.ca']
Canada,University of Northern British Columbia,British Columbia,CA,['http://www.unbc.ca/'],['unbc.ca']
Canada,"University of New Brunswick, Saint John",New Brunswick,CA,['http://www.unbsj.ca/'],['unbsj.ca']
Canada,University Canada West,British Columbia,CA,['http://www.universitycanadawest.ca/'],['universitycanadawest.ca']
Canada,University of Guelph,Ontario,CA,['http://www.uoguelph.ca/'],['uoguelph.ca']
Canada,University of Ontario Institute of Technology,Ontario,CA,['http://www.uoit.ca/'],['uoit.ca']
Canada,University of Ottawa,Ontario,CA,['http://www.uottawa.ca/'],['uottawa.ca']
Canada,University of Prince Edward Island,Prince Edward Island,CA,['http://www.upei.ca/'],['upei.ca']
Canada,Université du Québec à Chicoutimi,Quebec,CA,['http://www.uqac.ca/'],['uqac.ca']
Canada,Université du Québec à Montréal,Quebec,CA,['http://www.uqam.ca/'],['uqam.ca']
Canada,Université du Québec à Rimouski,Quebec,CA,['http://www.uqar.uquebec.ca/'],['uqar.uquebec.ca']
Canada,Université du Québec en Abitibi-Témiscamingue,Quebec,CA,['http://www.uqat.uquebec.ca/'],['uqat.uquebec.ca']
Canada,Université du Québec en Outaouais,Quebec,CA,['http://www.uqo.ca/'],['uqo.ca']
Canada,Université du Québec à Trois-Rivières,Quebec,CA,['http://www.uqtr.uquebec.ca/'],['uqtr.uquebec.ca']
Canada,University of Québec,Quebec,CA,['http://www.uquebec.ca/'],['uquebec.ca']
Canada,University of Regina,Saskatchewan,CA,['http://www.uregina.ca/'],['uregina.ca']
Canada,University of Saskatchewan,Saskatchewan,CA,['http://www.usask.ca/'],['usask.ca']
Canada,Université de Sherbrooke,Quebec,CA,['http://www.usherb.ca/'],['usherb.ca']
Canada,University of St. Jerome's College,,CA,['http://www.usjc.uwaterloo.ca/'],['usjc.uwaterloo.ca']
Canada,St. Anne University,,CA,['http://www.ustanne.ednet.ns.ca/'],['ustanne.ednet.ns.ca']
Canada,University College of Saint-Boniface,Manitoba,CA,['http://www.ustboniface.mb.ca/'],['ustboniface.mb.ca']
Canada,St. Paul University,,CA,['http://www.ustpaul.ca/'],['ustpaul.ca']
Canada,University of Sudbury,Ontario,CA,['http://www.usudbury.com/'],['usudbury.com']
Canada,"University of Toronto, Mississauga",Ontario,CA,['http://www.utm.utoronto.ca/'],['utm.utoronto.ca']
Canada,University of Toronto,Ontario,CA,['http://www.utoronto.ca/'],"['utoronto.ca', 'toronto.edu']"
Canada,University of Victoria,British Columbia,CA,['http://www.uvic.ca/'],['uvic.ca']
Canada,University of Waterloo,Ontario,CA,['http://www.uwaterloo.ca/'],['uwaterloo.ca']
Canada,University of Windsor,Ontario,CA,['http://www.uwindsor.ca/'],['uwindsor.ca']
Canada,University of Winnipeg,Manitoba,CA,['http://www.uwinnipeg.ca/'],['uwinnipeg.ca']
Canada,University of Western Ontario,Ontario,CA,['http://www.uwo.ca/'],['uwo.ca']
Canada,Vancouver Community College,British Columbia,CA,['http://www.vcc.ca/'],['vcc.ca']
Canada,"Victoria University Toronto, University of Toronto",Ontario,CA,['http://vicu.utoronto.ca/'],['vicu.utoronto.ca']
Canada,Wilfrid Laurier University,Ontario,CA,['http://www.wlu.ca/'],"['wlu.ca', 'mylaurier.ca']"
Canada,York University,Ontario,CA,['http://www.yorku.ca/'],['yorku.ca']
Canada,Yukon College,Yukon,CA,['http://www.yukoncollege.yk.ca/'],['yukoncollege.yk.ca']
Cape Verde,Universidade Jean Piaget de Cabo Verde,,CV,['http://cv.unipiaget.org/'],['cv.unipiaget.org']
Cayman Islands,International College of the Cayman Islands,,KY,['http://www.icci.edu.ky/'],['icci.edu.ky']
Cayman Islands,St. Matthews University,,KY,['http://www.stmatthews.edu/'],['stmatthews.edu']
Central African Republic,Université de Bangui,,CF,['http://www.univ-bangui.net/'],['univ-bangui.net']
Chad,Université de N'Djamena,,TD,['http://www.univ-ndjamena.org/'],['univ-ndjamena.org']
Chile,Universidad Academia de Humanismo Cristiano,,CL,['http://www.academia.cl/'],['academia.cl']
Chile,Escuela de Arquitectura y Diseño,,CL,['http://www.arquitecturaucv.cl/'],['arquitecturaucv.cl']
Chile,Pontificia Universidad Catolica de Chile,,CL,['https://www.uc.cl/'],['uc.cl']
Chile,Universidad Austral de Chile,,CL,['http://www.uach.cl/'],['uach.cl']
Chile,Universidad de Aconcagua,,CL,['http://www.uaconcagua.cl/'],['uaconcagua.cl']
Chile,Universidad Alberto Hurtado,,CL,['http://www.uahurtado.cl/'],['uahurtado.cl']
Chile,Universidad Adolfo Ibáñez,,CL,['http://www.uai.cl/'],['uai.cl']
Chile,Universidad de Las Américas,,CL,['http://www.uamericas.cl/'],['uamericas.cl']
Chile,Universidad de Los Andes,,CL,['http://www.uandes.cl/'],['uandes.cl']
Chile,Universidad de Antofagasta,,CL,['http://www.uantof.cl/'],['uantof.cl']
Chile,Universidad Autonoma del Sur,,CL,['http://www.uas.cl/'],['uas.cl']
Chile,Universidad del Bío-Bío,,CL,['http://www.ubiobio.cl/'],['ubiobio.cl']
Chile,Universidad Bernardo O'Higgins,,CL,['http://www.ubohiggins.cl/'],['ubohiggins.cl']
Chile,Universidad Bolivariana,,CL,['http://www.ubolivariana.cl/'],['ubolivariana.cl']
Chile,Universidad Chileno Britanica de Cultura,,CL,['http://www.ubritanica.cl/'],['ubritanica.cl']
Chile,Universidad Central,,CL,['http://www.ucentral.cl/'],['ucentral.cl']
Chile,Universidad Miguel de Cervantes,,CL,['http://www.ucervantes.cl/'],['ucervantes.cl']
Chile,Universidad de Chile,,CL,['http://www.uchile.cl/'],['uchile.cl']
Chile,Universidad de Ciencias de la Informatica,,CL,['http://www.ucinf.cl/'],['ucinf.cl']
Chile,Universidad Catolica del Maule,,CL,['http://www.ucm.cl/'],['ucm.cl']
Chile,Universidad Catolica del Norte,,CL,['http://www.ucn.cl/'],['ucn.cl']
Chile,Universidad Catolica de La Santísima Concepción,,CL,['http://www.ucsc.cl/'],['ucsc.cl']
Chile,Universidad Católica Cardenal Raúl Silva Henríquez,,CL,['http://www.ucsh.cl/'],['ucsh.cl']
